0.56,1.38,1.34,-0.04
-1.31,1.51,1.40,-0.10
2.88,1.36,1.49,0.13
1.90,1.38,1.56,0.18
0.03,1.49,1.57,0.08
-2.51,1.56,1.44,-0.12
-4.90,1.63,1.26,-0.37
1.58,1.43,1.35,-0.08
1.08,1.43,1.46,0.03
1.73,1.39,1.51,0.12
-0.99,1.51,1.50,-0.01
1.81,1.52,1.62,0.11
4.45,1.54,1.87,0.32
1.85,1.76,2.02,0.26
2.99,1.86,2.17,0.31
0.02,2.10,2.24,0.14
-0.15,2.23,2.28,0.05
2.00,2.16,2.30,0.15
-0.38,2.25,2.29,0.04
1.52,2.19,2.30,0.11
-0.34,2.28,2.30,0.03
1.19,2.23,2.31,0.08
-0.90,2.32,2.30,-0.02
1.19,2.24,2.30,0.06
0.01,2.28,2.31,0.02
0.03,2.31,2.32,0.01
0.04,2.31,2.32,0.00
-0.94,2.36,2.29,-0.06
0.76,2.29,2.31,0.02
-0.69,2.35,2.31,-0.04
0.70,2.28,2.30,0.02
-0.04,2.30,2.30,0.00
0.18,2.30,2.31,0.01
0.09,2.30,2.30,0.01
-0.91,2.37,2.31,-0.06
0.70,2.28,2.30,0.01
-0.92,2.36,2.30,-0.06
0.77,2.29,2.31,0.02
-0.68,2.35,2.31,-0.04
1.07,2.29,2.33,0.05
0.01,2.32,2.34,0.02
-0.51,2.37,2.34,-0.03
-0.25,2.35,2.32,-0.03
-1.11,2.39,2.31,-0.09
1.25,2.28,2.31,0.03
-0.60,2.34,2.32,-0.03
0.78,2.29,2.32,0.03
0.39,2.29,2.32,0.04
0.15,2.29,2.31,0.02
0.88,2.29,2.35,0.06
-0.25,2.36,2.37,0.01
1.51,2.29,2.38,0.10
0.26,2.38,2.43,0.06
2.48,2.39,2.56,0.18
0.65,2.51,2.63,0.12
2.02,2.52,2.70,0.18
0.34,2.64,2.74,0.10
0.18,2.72,2.77,0.05
1.32,2.65,2.76,0.10
1.66,2.67,2.82,0.15
2.14,2.65,2.85,0.20
0.88,2.67,2.81,0.14
1.14,2.65,2.79,0.13
1.29,2.65,2.79,0.14
1.39,2.68,2.83,0.15
3.04,2.65,2.91,0.26
0.70,2.70,2.86,0.16
2.03,2.69,2.89,0.20
1.53,2.71,2.89,0.18
-0.03,2.76,2.84,0.08
1.98,2.68,2.84,0.16
-0.46,2.75,2.79,0.04
0.21,2.71,2.74,0.03
-0.53,2.75,2.72,-0.03
0.47,2.72,2.74,0.01
-0.13,2.73,2.73,-0.01
0.38,2.73,2.74,0.02
0.87,2.74,2.79,0.06
-1.61,2.83,2.75,-0.08
-1.24,2.75,2.63,-0.12
-2.95,2.72,2.47,-0.24
-0.40,2.52,2.37,-0.14
-0.68,2.41,2.30,-0.11
-1.24,2.36,2.23,-0.13
-0.38,2.31,2.22,-0.09
-0.58,2.32,2.23,-0.08
0.50,2.24,2.23,-0.01
-0.97,2.32,2.25,-0.07
0.61,2.27,2.27,0.00
-0.10,2.29,2.28,-0.01
0.21,2.29,2.29,0.00
0.06,2.29,2.29,0.00
-1.80,2.39,2.27,-0.12
0.16,2.32,2.27,-0.05
-1.64,2.39,2.27,-0.13
0.02,2.33,2.27,-0.06
-0.54,2.34,2.27,-0.07
-0.61,2.34,2.26,-0.07
-0.11,2.32,2.27,-0.05
-0.37,2.31,2.26,-0.05
0.54,2.25,2.26,0.01
-0.85,2.32,2.27,-0.05
0.66,2.27,2.28,0.01
-0.92,2.33,2.28,-0.06
0.32,2.28,2.27,-0.01
0.22,2.28,2.28,0.01
0.25,2.28,2.29,0.01
0.11,2.28,2.29,0.01
-1.02,2.35,2.28,-0.06
1.36,2.24,2.29,0.05
-0.48,2.32,2.31,-0.01
0.69,2.27,2.31,0.03
0.08,2.29,2.30,0.02
-0.65,2.33,2.29,-0.04
-1.04,2.33,2.24,-0.09
-4.55,2.39,2.06,-0.33
-3.37,2.22,1.86,-0.37
-5.53,2.05,1.53,-0.52
-2.35,1.76,1.37,-0.39
2.09,1.52,1.46,-0.06
0.89,1.50,1.53,0.03
-3.82,1.50,1.27,-0.23
-6.48,1.55,1.04,-0.52
-1.47,1.30,0.97,-0.34
-2.82,1.11,0.77,-0.34
0.66,0.83,0.71,-0.12
-0.20,0.81,0.73,-0.07
1.27,0.80,0.84,0.04
3.41,0.81,1.04,0.23
0.69,1.05,1.19,0.15
1.65,1.07,1.23,0.17
-0.40,1.24,1.29,0.05
3.62,1.07,1.32,0.25
0.00,1.24,1.35,0.11
2.91,1.16,1.39,0.23
-2.37,1.31,1.27,-0.04
1.97,1.19,1.29,0.10
0.83,1.26,1.35,0.09
1.77,1.26,1.41,0.15
2.97,1.21,1.46,0.25
-0.73,1.39,1.46,0.07
2.22,1.27,1.44,0.17
-1.14,1.43,1.43,0.00
2.04,1.30,1.43,0.13
-0.14,1.44,1.49,0.05
1.33,1.35,1.45,0.10
0.92,1.38,1.48,0.10
0.75,1.40,1.49,0.09
2.59,1.40,1.60,0.20
4.65,1.52,1.90,0.38
5.90,1.56,2.11,0.54
3.77,1.74,2.22,0.49
1.21,1.97,2.27,0.30
0.87,2.09,2.28,0.19
-1.36,2.27,2.27,-0.00
1.23,2.19,2.27,0.07
-0.25,2.27,2.29,0.01
1.12,2.21,2.28,0.07
-0.62,2.30,2.29,-0.01
0.61,2.25,2.28,0.03
0.41,2.25,2.28,0.04
-0.55,2.32,2.29,-0.02
0.99,2.25,2.30,0.05
-0.43,2.30,2.29,-0.01
0.38,2.25,2.26,0.02
-1.05,2.30,2.24,-0.06
1.35,2.22,2.27,0.05
0.49,2.24,2.29,0.05
-0.15,2.30,2.31,0.01
0.25,2.30,2.31,0.02
-0.27,2.33,2.31,-0.01
0.68,2.28,2.31,0.03
0.28,2.29,2.32,0.03
-0.00,2.31,2.32,0.01
0.51,2.29,2.32,0.03
-0.82,2.36,2.32,-0.04
0.67,2.28,2.30,0.02
-0.20,2.36,2.35,-0.01
2.63,2.28,2.44,0.16
1.85,2.39,2.57,0.18
6.07,2.42,2.88,0.46
5.49,2.61,3.17,0.56
5.29,2.84,3.43,0.59
5.98,3.10,3.75,0.64
3.68,3.40,3.93,0.53
-2.22,3.63,3.73,0.10
-3.00,3.65,3.50,-0.15
-1.15,3.59,3.45,-0.15
0.98,3.38,3.37,-0.01
0.14,3.36,3.36,-0.00
-1.89,3.40,3.27,-0.12
-0.40,3.37,3.28,-0.09
-0.16,3.35,3.29,-0.06
0.85,3.29,3.32,0.02
2.75,3.31,3.49,0.18
0.11,3.40,3.49,0.08
-0.64,3.54,3.54,-0.01
-0.07,3.54,3.53,-0.01
0.67,3.55,3.58,0.03
1.54,3.54,3.65,0.11
0.10,3.61,3.66,0.05
-3.48,3.72,3.52,-0.20
-5.46,3.68,3.24,-0.44
-2.87,3.48,3.09,-0.39
1.21,3.18,3.07,-0.11
-2.00,3.15,2.97,-0.18
-3.35,3.10,2.80,-0.30
-3.87,2.97,2.58,-0.39
-0.98,2.78,2.53,-0.25
0.80,2.52,2.45,-0.07
-2.33,2.56,2.37,-0.18
-0.08,2.44,2.34,-0.09
-1.00,2.41,2.30,-0.11
0.58,2.27,2.25,-0.02
-1.08,2.32,2.24,-0.08
1.35,2.22,2.26,0.04
0.51,2.22,2.27,0.05
-1.97,2.37,2.26,-0.11
0.65,2.30,2.28,-0.01
-0.77,2.35,2.29,-0.06
0.60,2.30,2.31,0.01
-0.95,2.37,2.31,-0.06
0.22,2.32,2.30,-0.02
0.15,2.32,2.32,-0.00
-1.13,2.39,2.32,-0.08
0.72,2.31,2.31,0.00
-0.75,2.36,2.31,-0.05
0.58,2.30,2.31,0.01
-0.96,2.37,2.31,-0.06
0.40,2.31,2.30,-0.01
-0.47,2.32,2.28,-0.04
-2.29,2.33,2.16,-0.17
-3.17,2.31,2.03,-0.28
-9.71,2.23,1.48,-0.74
-13.94,1.95,0.72,-1.22
-13.20,1.65,0.25,-1.40
-9.49,1.33,0.08,-1.25
-6.65,1.04,0.03,-1.00
-3.28,0.74,0.06,-0.68
-1.57,0.51,0.10,-0.42
5.25,0.25,0.39,0.13
1.02,0.37,0.49,0.12
-1.93,0.46,0.40,-0.07
-2.93,0.64,0.42,-0.22
5.37,0.40,0.63,0.23
-1.95,0.53,0.51,-0.02
-0.55,0.48,0.44,-0.05
-1.96,0.48,0.34,-0.15
0.04,0.40,0.33,-0.07
1.81,0.40,0.47,0.08
-1.97,0.62,0.53,-0.09
0.93,0.46,0.48,0.01
-1.46,0.63,0.54,-0.09
2.28,0.46,0.56,0.10
-3.50,0.60,0.42,-0.18
-0.09,0.58,0.49,-0.09
3.97,0.34,0.54,0.20
-2.77,0.48,0.40,-0.08
2.57,0.39,0.51,0.12
3.16,0.52,0.77,0.25
3.22,0.55,0.87,0.32
-0.31,0.81,0.93,0.13
-0.01,0.74,0.79,0.05
0.41,0.73,0.78,0.05
-1.59,0.87,0.78,-0.08
2.61,0.70,0.83,0.12
-3.51,0.84,0.68,-0.17
1.45,0.71,0.72,0.01
-2.13,0.83,0.70,-0.13
-0.10,0.67,0.60,-0.07
2.46,0.60,0.71,0.12
-0.93,0.71,0.70,-0.01
1.94,0.62,0.74,0.12
-3.96,0.79,0.59,-0.20
-1.81,0.74,0.53,-0.21
2.32,0.61,0.65,0.05
14.17,0.48,1.39,0.91
11.42,0.72,1.86,1.14
10.87,0.94,2.15,1.21
8.66,1.19,2.29,1.10
10.99,1.39,2.59,1.20
19.73,1.61,3.41,1.79
24.24,1.86,4.21,2.35
23.30,2.14,4.69,2.55
19.94,2.40,4.84,2.43
19.29,2.62,4.96,2.34
16.34,2.87,4.98,2.11
11.60,3.14,4.84,1.70
6.76,3.44,4.65,1.21
3.67,3.75,4.54,0.79
4.66,3.98,4.63,0.65
1.99,4.20,4.62,0.42
-0.94,4.45,4.58,0.13
-0.39,4.49,4.52,0.03
-2.19,4.48,4.35,-0.13
1.01,4.45,4.45,-0.01
-2.56,4.51,4.34,-0.17
0.21,4.47,4.40,-0.07
0.85,4.50,4.51,0.01
-0.43,4.44,4.41,-0.03
-3.72,4.54,4.29,-0.25
-3.99,4.50,4.12,-0.38
-3.53,4.35,3.95,-0.40
-3.27,4.12,3.71,-0.40
-1.18,3.91,3.64,-0.27
1.17,3.68,3.62,-0.06
2.83,3.65,3.79,0.14
-0.17,3.82,3.87,0.05
3.14,3.79,4.01,0.21
-1.43,3.91,3.92,0.00
0.31,3.91,3.92,0.01
-0.81,3.87,3.81,-0.05
-2.98,3.91,3.70,-0.22
-0.60,3.83,3.69,-0.15
-0.95,3.77,3.63,-0.14
-3.00,3.70,3.45,-0.26
-5.12,3.61,3.16,-0.45
-6.49,3.43,2.81,-0.62
-4.82,3.14,2.54,-0.60
-2.94,2.86,2.39,-0.47
-0.92,2.55,2.27,-0.28
-2.22,2.46,2.18,-0.28
1.27,2.22,2.17,-0.06
-0.76,2.26,2.18,-0.08
0.85,2.21,2.22,0.01
-0.66,2.28,2.24,-0.04
0.55,2.23,2.24,0.01
0.23,2.24,2.25,0.01
-1.16,2.33,2.26,-0.07
0.68,2.27,2.27,0.00
-0.72,2.33,2.28,-0.05
0.53,2.27,2.28,0.00
-1.01,2.34,2.27,-0.07
-0.33,2.34,2.28,-0.06
1.61,2.22,2.29,0.07
-0.45,2.29,2.28,-0.00
1.02,2.23,2.29,0.06
-0.84,2.33,2.30,-0.03
0.41,2.28,2.29,0.00
0.02,2.29,2.29,-0.00
-0.30,2.32,2.29,-0.03
-0.35,2.33,2.29,-0.04
-0.27,2.33,2.28,-0.04
-0.21,2.33,2.29,-0.04
-1.08,2.38,2.29,-0.09
0.02,2.33,2.28,-0.05
-0.84,2.37,2.29,-0.08
0.07,2.33,2.29,-0.04
-0.21,2.33,2.29,-0.04
-0.42,2.33,2.28,-0.05
-0.49,2.33,2.27,-0.06
-1.57,2.39,2.26,-0.13
-0.88,2.33,2.20,-0.12
-2.38,2.38,2.17,-0.21
-2.08,2.37,2.13,-0.24
1.49,2.18,2.16,-0.02
-0.27,2.21,2.18,-0.03
0.61,2.16,2.18,0.02
-1.32,2.24,2.16,-0.08
0.74,2.17,2.17,0.00
0.47,2.17,2.19,0.02
-0.37,2.21,2.19,-0.02
-0.33,2.20,2.17,-0.04
-0.19,2.19,2.16,-0.03
0.43,2.17,2.18,0.00
-0.67,2.24,2.20,-0.05
-0.15,2.18,2.15,-0.04
-0.93,2.22,2.14,-0.08
1.43,2.13,2.17,0.05

